1,0.222578048706
1,0.103425979614
1,0.103047132492
1,0.101363182068
1,0.10019993782
1,0.0993149280548
1,0.102036952972
1,0.10187792778
1,0.101597070694
1,0.0994448661804
2,0.0783724784851
2,0.0789145231247
2,0.0807014703751
2,0.0795459747314
2,0.0787130594254
2,0.0803480148315
2,0.0796999931335
2,0.0782444477081
2,0.079260468483
2,0.0765479803085
3,0.0733193556468
3,0.0719889799754
3,0.0733619530996
3,0.0731059710185
3,0.0687127113342
3,0.0688303311666
3,0.0696363449097
3,0.0686063766479
3,0.0685509840647
3,0.0679723421733
4,0.0664414763451
4,0.0643334984779
4,0.0646042227745
4,0.063262283802
4,0.0580459833145
4,0.0563395023346
4,0.0567084550858
4,0.0589929819107
4,0.0582432150841
4,0.058043718338
