1,0.0294179916382,0.0266411304474,0.0206820964813,0.0272181034088,0.0228250026703,0.0236721038818,0.0265231132507,0.0270810127258,0.0250270366669,0.0236721038818
2,0.0237184762955,0.026731967926,0.0195319652557,0.0205200910568,0.0225130319595,0.0252385139465,0.0232985019684,0.0208479166031,0.0214899778366,0.0240349769592
3,0.0231927235921,0.0208846728007,0.0229499340057,0.0201863447825,0.0229760011037,0.0205052693685,0.0232036908468,0.0208793481191,0.0239143371582,0.0219580332438
4,0.0206145048141,0.0235477089882,0.0202487111092,0.0206544995308,0.0216462612152,0.023555457592,0.0224107503891,0.0224107503891,0.0216144919395,0.0223724842072
5,0.0225738048553,0.0219320297241,0.0207066059113,0.0207674026489,0.0225189685822,0.0211369991302,0.0215857982635,0.0234218120575,0.0211909770966,0.0230209827423
6,0.0227585236231,0.0213830073675,0.0228258371353,0.0211210250854,0.0235259930293,0.0209988355637,0.0210648377736,0.023606856664,0.0211946964264,0.0227998097738
7,0.0216274602073,0.0212522915431,0.0235350131989,0.0213085583278,0.0226168632507,0.0215843064444,0.0211472851889,0.0237558569227,0.0232204369136,0.022538287299
8,0.0232248902321,0.0233388543129,0.0232803821564,0.0217019915581,0.0237478613853,0.0230891406536,0.0218702554703,0.0212786197662,0.0219689905643,0.0236748754978
9,0.0216985543569,0.0240638785892,0.0234184530046,0.0220173464881,0.0239467885759,0.0221136675941,0.0227791998121,0.0218076705933,0.0237212181091,0.0216368834178
10,0.0237932920456,0.0236840963364,0.0217515945435,0.0236042022705,0.0222026824951,0.0236306905746,0.0217299938202,0.0219674110413,0.0239098072052,0.0237275123596
16,0.022392809391,0.0242485702038,0.0229063779116,0.0228533148766,0.0242362469435,0.024175748229,0.0227027386427,0.0241331160069,0.0243415683508,0.0228291749954
32,0.0227310955524,0.0239692851901,0.0248502790928,0.0250957533717,0.0246985331178,0.0227581635118,0.0245039984584,0.0230582207441,0.0258836224675,0.0227321237326
64,0.0235591419041,0.0236578136683,0.0240075625479,0.0235102809966,0.0234828107059,0.0251432172954,0.0236795470119,0.025457046926,0.0233256407082,0.0251331403852
128,0.021764844656,0.0234747342765,0.021774508059,0.0236491002142,0.0236183349043,0.0225831028074,0.0218163598329,0.023181155324,0.0239012278616,0.0233010929078
256,0.0211062189192,0.020994589664,0.0216888161376,0.0212947735563,0.0229112459347,0.0227933637798,0.0211626328528,0.0216183401644,0.0210988400504,0.0221829684451
