1,2.14419412613,0.0273468494415,0.026743888855,0.0276739597321,0.0260899066925,0.0257549285889,0.0234880447388,0.0264070034027,0.0198860168457,0.0279939174652
2,0.021152973175,0.0235915184021,0.0228224992752,0.0258539915085,0.0230795145035,0.0199214220047,0.024896979332,0.0225750207901,0.0191725492477,0.0246875286102
3,0.0223039786021,0.0230439503988,0.0215339660645,0.0219853719076,0.0201133092244,0.0228543281555,0.0213109652201,0.0208179950714,0.0241183439891,0.0218540032705
4,0.022743999958,0.022036254406,0.0216650366783,0.0220410227776,0.0198059678078,0.02010679245,0.0208889842033,0.0199199914932,0.0222970247269,0.0221970081329
5,0.0206157684326,0.0210886001587,0.0227330207825,0.0207682132721,0.0222829818726,0.0227112293243,0.0220454216003,0.0210383892059,0.0204435825348,0.0231023788452
6,0.0210520029068,0.0232828060786,0.022288997968,0.0230691830317,0.0212914943695,0.0226645072301,0.0210631688436,0.021112481753,0.0229166348775,0.022268652916
7,0.0227444171906,0.0230848448617,0.0231052807399,0.0212855679648,0.0231598445347,0.0214732715062,0.0226220062801,0.0214437076024,0.0211758272988,0.0210950034005
8,0.0235198736191,0.0217860043049,0.0229983627796,0.0214597284794,0.0234045088291,0.0232887268066,0.0214681327343,0.0236006379128,0.0219498574734,0.0236739814281
9,0.0232956674364,0.0217339992523,0.0212718910641,0.0213022232056,0.0226311153836,0.0235579013824,0.0217466884189,0.0236982239617,0.0217835638258,0.0215334362454
10,0.0216782093048,0.0217978000641,0.0233958005905,0.0220301866531,0.023397397995,0.0216761112213,0.0235599994659,0.0219167947769,0.023641705513,0.0232328891754
16,0.0222445726395,0.0246123820543,0.022368311882,0.0238519906998,0.0225453674793,0.0240262448788,0.0222201794386,0.0221750587225,0.024135813117,0.0239646285772
32,0.0249451249838,0.0244511887431,0.0225518792868,0.0229529067874,0.0255977809429,0.0230455324054,0.0249163806438,0.0241649672389,0.0236029326916,0.0237856581807
64,0.0253513306379,0.0248706117272,0.0227254219353,0.0232851728797,0.0251980312169,0.0254287049174,0.0232528597116,0.0249698907137,0.0230522975326,0.0235822796822
128,0.0230596791953,0.0232492107898,0.0226746723056,0.0223455242813,0.0216027572751,0.0236692503095,0.0223829615861,0.0215122960508,0.0231647342443,0.0230974778533
256,0.0224806088954,0.0226118788123,0.020945629105,0.0222814176232,0.0218442538753,0.020817999728,0.0212444690987,0.0215300936252,0.0224829651415,0.022125441581
